Unnamed: 0,frontUserName,frontUserAvatar,content,createTime,picList,commentReplyVO,memberLevel,appendCommentVO,star,itemId,color,size
1449,林****敏,https://yanxuan.nosdn.127.net/332b5c3465dc9d243b9a8517dfbd5ceb,还好,1570633202022,[],,6,,5,1680205,黑色,80A（下围偏紧，介意者可拍大一码）
1450,m****静,,质量还是不错的，加油啊,1570513009446,[],,6,,5,1680205,肤色,85B（下围偏紧，介意者可拍大一码）
1451,香****,https://yanxuan.nosdn.127.net/89ad4d3ae234a64a2ebd08adabdb0872,不要买大一码，按照正常号码就很合适两侧没有支撑,1566139250631,[],,6,,5,1680205,灰色,80C（下围偏紧，介意者可拍大一码）
1452,张****,https://yanxuan.nosdn.127.net/553116bb1e5d5db3d655ebc145cba8d0,尺寸合适，挺好的,1570420804302,[],,6,,5,1680205,黑色,80B（下围偏紧，介意者可拍大一码）
1453,m****2,,很好,1570454503703,[],,5,,5,1680205,黑色,80B（下围偏紧，介意者可拍大一码）
1454,1****7,,好,1570380702849,[],,5,"{'id': 95097929, 'createTime': 1570380742420, 'content': '好', 'picList': [], 'commentReplyVO': None}",5,1680205,黑色,85C（下围偏紧，介意者可拍大一码）
1455,1****1,https://yanxuan.nosdn.127.net/11d4ef017fa9feac95ba1ed4ed0e8ecd.jpg,不错，有点异味,1570595487455,[],,5,,5,1680205,黑色,80B（下围偏紧，介意者可拍大一码）
1456,o****9,https://yanxuan.nosdn.127.net/6ce8d190868e3907b5ab7f16e64619bd.jpg,装的袋子非常的脏，不知道是为什么。,1571363992762,[],"{'id': 20341266, 'replyContent': '亲爱的用户，非常抱歉给您带来的困扰，您反馈的情况我们很重视，致电您未接通，小选为您核实可能是仓库储存环境导致，若商品无法正常使用请及时联系客服处理，感谢您的支持，祝您生活愉快！', 'createTime': '2019-10-19 14:58:36'}",3,,2,1680205,肤色,80C（下围偏紧，介意者可拍大一码）
1457,m****7,,超好用，贴身，不勒，果断再买,1570322881545,[],,5,,5,1680205,黑色,75A（下围偏紧，介意者可拍大一码）
1458,s****o,http://yanxuan.nosdn.127.net/9599d3b6683c50edba91d0777ecdc80c,一共买了3件，很舒服,1570325433845,[],,3,"{'id': 95089774, 'createTime': 1570325502021, 'content': '很好', 'picList': [], 'commentReplyVO': None}",5,1680205,灰色,75A（下围偏紧，介意者可拍大一码）
1459,s****o,http://yanxuan.nosdn.127.net/9599d3b6683c50edba91d0777ecdc80c,穿起来很舒服,1570325408603,[],,3,,5,1680205,黑色,75A（下围偏紧，介意者可拍大一码）
1460,s****o,http://yanxuan.nosdn.127.net/9599d3b6683c50edba91d0777ecdc80c,很棒,1570325504301,[],,3,,5,1680205,肤色,75A（下围偏紧，介意者可拍大一码）
1461,杨****,https://yanxuan.nosdn.127.net/8829121d10d10d0c95ce8b9ce0cb49af.jpg,好,1570342217434,[],,6,,5,1680205,灰色,85C（下围偏紧，介意者可拍大一码）
1462,杨****,https://yanxuan.nosdn.127.net/8829121d10d10d0c95ce8b9ce0cb49af.jpg,好,1570342213992,[],,6,,5,1680205,肤色,85C（下围偏紧，介意者可拍大一码）
1463,j****7,,很舒服的款，适合夏天。可惜没有85,1570185409161,[],,4,,5,1680205,黑色,80A（下围偏紧，介意者可拍大一码）
1464,1****8,,不错,1570149515207,[],,5,,5,1680205,肤色,75B（下围偏紧，介意者可拍大一码）
1465,1****7,,真好真好。,1570035688775,[],,6,,5,1680205,肤色,80C（下围偏紧，介意者可拍大一码）
1466,T****5,http://yanxuan.nosdn.127.net/6f30d04573d68aa08c18c827cd5193d9,第二次购买 换了个颜色 穿着非常舒适 价格也还OK,1567384946800,[],,2,,5,1680205,灰色,75B（下围偏紧，介意者可拍大一码）
1467,m****9,https://yanxuan.nosdn.127.net/50ef95f9dfc24052f0e036100f3488ee.jpg,穿上舒适感还是挺舒服的，但是杯罩那里会有点压胸的，有点不知怎么讲？好奇怪的设计,1567928808110,[],,5,,5,1680205,黑色,80A（下围偏紧，介意者可拍大一码）
1468,1****9,https://yanxuan.nosdn.127.net/21cb778883d7d7a6074fa83ef5967e4c.jpg,东西收到了，质量很好,1569979736678,[],,3,,5,1680205,肤色,80C（下围偏紧，介意者可拍大一码）
1469,z****0,,很好,1569906520583,[],,5,,5,1680205,肤色,85C（下围偏紧，介意者可拍大一码）
1470,1****3,,质量不错，一般是应该拍大一码下胸围,1569479758537,[],,4,,5,1680205,肤色,75B（下围偏紧，介意者可拍大一码）
1471,妆****思,https://yanxuan.nosdn.127.net/d5a1dfb893c48e31ee575fcb38a66253.jpg,积极螺母,1569844750570,[],,6,,5,1680205,黑色,75C（下围偏紧，介意者可拍大一码）
1472,1****0,,跟本就不好,1569837391488,[],,5,,1,1680205,肤色,75C（下围偏紧，介意者可拍大一码）
1473,F****林,http://yanxuan.nosdn.127.net/9d64ea9348763080f95545adef41af41,虽然很薄但很有型啊，会回购的人产品,1567058282050,[],,3,,5,1680205,黑色,80B（下围偏紧，介意者可拍大一码）
1474,t****3,,喜欢,1569653510164,[],,4,,5,1680205,肤色,80C（下围偏紧，介意者可拍大一码）
1475,1****8,,宝贝收到，效果不错,1569552279836,[],,4,,5,1680205,灰色,85C（下围偏紧，介意者可拍大一码）
1476,1****9,,这件内衣穿很舒服，大爱，选严选不错,1568000612240,[],,5,,5,1680205,灰色,75B（下围偏紧，介意者可拍大一码）
1477,1****9,,这件内衣穿很舒服，大爱，选严选不错,1568000599282,[],,5,,5,1680205,黑色,75B（下围偏紧，介意者可拍大一码）
1478,倚****雨,https://yanxuan.nosdn.127.net/2869dc6c336127f02f4dc36c4143902a.jpg,穿的还算舒服，就是买大了一号,1568693731850,[],,2,,5,1680205,灰色,80B（下围偏紧，介意者可拍大一码）
1479,x****0,,非常不错的,1569377682509,[],,4,,5,1680205,肤色,85C（下围偏紧，介意者可拍大一码）
1480,m****3,,好的,1569411336575,[],,5,,5,1680205,肤色,75A（下围偏紧，介意者可拍大一码）
1481,爱****琴,,好,1569377199682,[],,6,,5,1680205,肤色,75A（下围偏紧，介意者可拍大一码）
1482,m****5,,有一股味，洗完了还有,1568080413530,[],,5,,5,1680205,黑色,75C（下围偏紧，介意者可拍大一码）
1483,鲁****,https://yanxuan.nosdn.127.net/fda307b519ca9b78e49f3e5beab4a238,"面料不太好，有点硬，用着不舒服。有点嗝人。
橡皮筋的弹性差！",1567295139035,[],,5,,3,1680205,黑色,85B（下围偏紧，介意者可拍大一码）
1484,J****r,https://yanxuan.nosdn.127.net/0ac14f0a57a8a697532398667f0b255b,回购,1569290851870,[],,5,,5,1680205,黑色,85B（下围偏紧，介意者可拍大一码）
1485,f****2,,穿着舒服，再买一个米色的,1569253720899,[],,4,,5,1680205,黑色,75C（下围偏紧，介意者可拍大一码）
1486,1****9,https://yanxuan.nosdn.127.net/21cb778883d7d7a6074fa83ef5967e4c.jpg,老婆非常满意,1569228488322,[],,3,,5,1680205,黑色,80C（下围偏紧，介意者可拍大一码）
1487,1****4,,很舒服 穿了有一段时间了才来评论 日常穿很好,1564901889831,[],,4,,5,1680205,黑色,75A（下围偏紧，介意者可拍大一码）
1488,m****6,,质量挺好的,1569125107234,[],,3,,5,1680205,灰色,80B（下围偏紧，介意者可拍大一码）
1489,涓****,http://yanxuan.nosdn.127.net/342fe3ad05d409c6c1717e4a8406744c,很舒服,1569154777558,[],,5,,5,1680205,灰色,75B（下围偏紧，介意者可拍大一码）
1490,晓****,https://yanxuan.nosdn.127.net/e9c7f5cc172015b49c8e65d0af74743f,穿上不会有勒痕。这点挺好的。就是有时肩带会掉。,1569458960481,[],,4,,5,1680205,灰色,80B（下围偏紧，介意者可拍大一码）
1491,w****o,https://yanxuan.nosdn.127.net/7d4469474c11cd6c38da1c1cb66b5d1f.jpg,我,1569144803523,[],,5,,5,1680205,灰色,75B（下围偏紧，介意者可拍大一码）
1492,1****6,,不错,1569046517915,[],,3,,5,1680205,肤色,75B（下围偏紧，介意者可拍大一码）
1493,m****1,,后悔买了2个,1569154452667,[],,4,,3,1680205,灰色,80C（下围偏紧，介意者可拍大一码）
1494,m****k,https://yanxuan.nosdn.127.net/488f13af580454e2fc6af6a6d17bb83f,赞一个，越来越喜欢在网易严选买东西了,1568860025878,[],,4,,5,1680205,黑色,80B（下围偏紧，介意者可拍大一码）
1495,w****n,https://yanxuan.nosdn.127.net/786c32db98b7cc1ae2ee051d20684fba.jpg,很合适,1568854341619,[],,5,,5,1680205,灰色,80B（下围偏紧，介意者可拍大一码）
1496,張****敏,http://yanxuan.nosdn.127.net/111c041135a3ab8e0cae74e0643ba661,可以,1568863532813,[],,3,,5,1680205,灰色,80B（下围偏紧，介意者可拍大一码）
1497,z****7,https://yanxuan.nosdn.127.net/eb9a510028b5931edfe274d8a892b571.jpg,系统默认好评,1563905132444,[],,6,"{'id': 92522735, 'createTime': 1567845458170, 'content': '承托力还可以，之前买了灰色的，穿着也比较舒服，就又回购了黑色，大胸穿着很有安全感，设计简约，比较隐形，夏天穿薄衣服不尴尬，厚度也合适', 'picList': [], 'commentReplyVO': None}",5,1680205,黑色,85B（下围偏紧，介意者可拍大一码）
1498,1****6,,背后不是宽的，偏细，所以肉松的话穿起来肉会鼓起来，穿紧身点的衣服不太美观，还好，马上要天冷了，这点可以忽略，另外罩杯有点压到胸部，不是不太贴合，，需要肩带松一点。舒适度可以，但是跟另外买的调整型比，胸型没有那款好。,1569471898095,[],,3,,5,1680205,灰色,75C（下围偏紧，介意者可拍大一码）
1499,1****8,https://yanxuan.nosdn.127.net/e8b01dee281748361f62bfcab18a5493.png,不太好,1568685763137,[],,4,,5,1680205,肤色,80B（下围偏紧，介意者可拍大一码）
1500,青****,https://yanxuan.nosdn.127.net/bff5ee66ac708692b07644c32aab812c,很舒服的面料，但背心式的穿惯了这个还是会有点别扭,1555952032612,[],,3,,5,1680205,灰色,80B
1501,k****5,,穿着舒适，第二次回购,1568818162241,[],,6,,5,1680205,灰色,85C（下围偏紧，介意者可拍大一码）
1502,s****l,,不错,1568764540252,[],,4,,5,1680205,肤色,75B（下围偏紧，介意者可拍大一码）
1503,s****l,,不错,1568764516040,[],,4,,5,1680205,灰色,75B（下围偏紧，介意者可拍大一码）
1504,L****e,http://yanxuan.nosdn.127.net/8afc1af908e447d8c49a30dd8f178b9d,替别人买的,1568728717927,[],,4,,5,1680205,灰色,80B（下围偏紧，介意者可拍大一码）
1505,酱****,http://yanxuan.nosdn.127.net/27d2ba0fba41ca26e889c9e80ff176c0,好,1568566514077,[],,2,,5,1680205,灰色,75B（下围偏紧，介意者可拍大一码）
1506,1****8,,很喜欢特别舒服,1568555108511,[],,6,,5,1680205,肤色,80C（下围偏紧，介意者可拍大一码）
1507,辣****肉,https://yanxuan.nosdn.127.net/9353081683296c070fd37eea29f47587.jpg,可以换货，谢谢,1568547947547,[],,6,,5,1680205,肤色,75B（下围偏紧，介意者可拍大一码）
1508,m****7,https://yanxuan.nosdn.127.net/a0ec26cc58bf148eeacc531ed7dd6010.jpg,还行,1568552863157,[],,4,,4,1680205,灰色,75B（下围偏紧，介意者可拍大一码）
1509,J****u,https://yanxuan.nosdn.127.net/1a96b8e3c1df5e4f71eab81f03138400.jpg,舒适度高,1568544975597,[],,6,,5,1680205,肤色,75B（下围偏紧，介意者可拍大一码）
1510,1****0,,质量很好，码也合适。这是买内衣以来买到的最好的内衣,1555754875410,[],,5,,5,1680205,肤色,80A
1511,1****0,,好的,1568427266078,[],,6,,5,1680205,肤色,75B（下围偏紧，介意者可拍大一码）
1512,龙****邪,https://yanxuan.nosdn.127.net/bf7196d7cafac07b9bb00bc07da9a09b,款式和大小可以。确实下围紧，要买大一码下围。如另一个使用者所说，我第一次下水后就发现罩杯上会留水印洗不掉。太难看了………,1568788577668,[],,5,,3,1680205,灰色,80B（下围偏紧，介意者可拍大一码）
1513,m****1,https://yanxuan.nosdn.127.net/f6de092a32aa1bb2437c43f2ffcb3d81.jpg,从 v 奋斗的,1568384511391,[],,6,,5,1680205,黑色,75A（下围偏紧，介意者可拍大一码）
1514,1****2,,不合适退了,1568328535512,[],,4,,5,1680205,灰色,75B（下围偏紧，介意者可拍大一码）
1515,m****1,,非常舒服非常好，比平时买大了一号，很合适，,1566869024507,[],,6,,5,1680205,黑色,80B（下围偏紧，介意者可拍大一码）
1516,杨****珠,http://yanxuan.nosdn.127.net/ca026eef2fe8dbd09b50eb2c383894ae,非常好，严选的质量就是好，服务周到，有温馨的提示尺寸，所以很合适。,1558962401646,[],,4,,5,1680205,灰色,80B（下围偏紧，介意者可拍大一码）
1517,1****1,,质量一般般，不值这个价钱！,1567583310943,[],,6,,3,1680205,肤色,75B（下围偏紧，介意者可拍大一码）
1518,1****3,https://yanxuan.nosdn.127.net/52785b959d1ede9e85e9f5e988b5e293.jpg,女友说穿上好舒服，版型很好,1568080998285,[],,5,,5,1680205,黑色,75B（下围偏紧，介意者可拍大一码）
1519,1****4,,有点掉带儿，舒适度还行,1568195069083,[],,5,,5,1680205,肤色,75B（下围偏紧，介意者可拍大一码）
1520,1****0,,还行吧,1568216220355,[],,3,,5,1680205,灰色,80B（下围偏紧，介意者可拍大一码）
1521,1****0,,还行吧,1568216193539,[],,3,,5,1680205,黑色,80B（下围偏紧，介意者可拍大一码）
1522,p****2,,无钢圈的薄杯内衣，已经多次购买，很舒服,1567662974300,[],,5,,5,1680205,灰色,80C（下围偏紧，介意者可拍大一码）
1523,浮****,https://yanxuan.nosdn.127.net/31ca9dcd9993f5953e9a3cc83b28a55e.jpg,给老婆买的，老婆很喜欢，希望多出质量好，款式新颖的产品,1563773425125,[],,3,,5,1680205,黑色,75C（下围偏紧，介意者可拍大一码）
1524,妆****思,https://yanxuan.nosdn.127.net/d5a1dfb893c48e31ee575fcb38a66253.jpg,lol哦咯咯咯咯,1568031071947,[],,6,,5,1680205,黑色,75A（下围偏紧，介意者可拍大一码）
1525,沈****,https://yanxuan.nosdn.127.net/442c63df3092ba9f4396ab16ff32f263,严选还是一直都不错的,1567948052696,[],,2,,5,1680205,黑色,75B（下围偏紧，介意者可拍大一码）
1526,刘****群,https://yanxuan.nosdn.127.net/d7478cfec139c65df60a3ee3c5eb7d14.jpg,尺码不符，退货了,1568192991588,[],,5,,5,1680205,肤色,85C（下围偏紧，介意者可拍大一码）
1527,一****云,https://yanxuan.nosdn.127.net/2e0cd1183e13453b0f15ede85d56873c,第二次购买了，很舒服,1567909133348,[],,4,,5,1680205,肤色,80C（下围偏紧，介意者可拍大一码）
1528,z****0,https://yanxuan.nosdn.127.net/254c71386fe6ce1c31f4fe72f767d626.jpg,挺好穿的，颜色收齐了,1567808955371,[],,6,,5,1680205,灰色,75C（下围偏紧，介意者可拍大一码）
1529,J****朱,http://yanxuan.nosdn.127.net/fdc574774d5f61ea97ea16ff1f4bca08,三个颜色都买了 穿着很舒适,1567750437638,[],,5,,5,1680205,肤色,75B（下围偏紧，介意者可拍大一码）
1530,J****朱,http://yanxuan.nosdn.127.net/fdc574774d5f61ea97ea16ff1f4bca08,回购回购,1567750446926,[],,5,,5,1680205,黑色,75B（下围偏紧，介意者可拍大一码）
1531,1****9,,东东很好,1567776289872,[],,3,,5,1680205,肤色,75C（下围偏紧，介意者可拍大一码）
1532,二****。,http://yanxuan.nosdn.127.net/cf6054e78a9b2417b90b18df9c6b393a,很舒服,1567785561561,[],,2,,5,1680205,肤色,75B（下围偏紧，介意者可拍大一码）
1533,r****d,https://yanxuan.nosdn.127.net/72ecbc6a0025291b5f4ba36d10c87a62.jpg,非常舒服,1567773858389,[],,5,,5,1680205,黑色,75A（下围偏紧，介意者可拍大一码）
1534,w****9,,非常好,1567737596039,[],,5,,5,1680205,黑色,75B（下围偏紧，介意者可拍大一码）
1535,m****1,,很舒服,1567736032473,[],,4,,5,1680205,灰色,80B（下围偏紧，介意者可拍大一码）
1536,m****1,,"赌博性下单：要不一次性买到大小合适的，要不认栽！
非常坑人！只要你拉开过包装拉链就不能换了！尽管你符合页面上的退换标准，但是人家就是不同意，理由是只要你动过那个拉链他们就知道，管它页面写没写，肉眼能不能看出来，反正这就是开封痕迹。一次性强卖的销售鬼才！
哎，严选真的不是当初了，幸好是个小商品，这几个钱就算分手费吧！",1562504696834,"['https://yanxuan.nosdn.127.net/3f67d09cd6e5c9285c2950dedecc2629.jpg', 'https://yanxuan.nosdn.127.net/202c71c943b7d7ab65b8603414795660.jpg']",,2,"{'id': 86361193, 'createTime': 1562505111831, 'content': '哇，仔细观察了一下，严选的评价既没有按时间排序也没有单独看差评选项，真的是只把最好评放前面，两年了，怎么就没发现呢。。。', 'picList': [], 'commentReplyVO': {'id': 20328546, 'replyContent': '您好，本商品非质量问题的退换货，寄回时请保持商品的原始购买状态：内包装完好，吊牌及吊线完好（如有），无磨损，无污渍，无清洗。且不要遗忘任何私人物品于包装中。关于您反馈的评论问题，严选绝对尊重用户的话语权，评价由系统统一过滤，若您无法查看到自己的评价，可以在网页版点击时间排序查询，根据您评价时间就可以找到您的评价啦~目前我们会在PC端先进行展示，后期会增加APP和WAP端的展示，我们会不断完善，努力为您提供更加快捷高效的服务~感谢您对严选的监督，希望您一如既往的支持我们哦~', 'createTime': None}}",1,1680205,肤色,75C（下围偏紧，介意者可拍大一码）
1537,青****,https://yanxuan.nosdn.127.net/e39a3882372976494ec3c9c1a2ec74cb.jpg,好,1567743511903,[],,4,,5,1680205,黑色,85B（下围偏紧，介意者可拍大一码）
1538,1****1,,下围没有弹性,1567659587355,[],,5,,5,1680205,黑色,75C（下围偏紧，介意者可拍大一码）
1539,,http://yanxuan.nosdn.127.net/2b5015d5d3cbadf52bb25b80edc875f5,穿上效果不好，一点也不聚拢,1567749327460,[],,4,,3,1680205,灰色,80B（下围偏紧，介意者可拍大一码）
1540,1****9,,不错，喜欢,1567686434027,[],,6,,5,1680205,黑色,85C（下围偏紧，介意者可拍大一码）
1541,1****1,,好,1567633971322,[],,5,,5,1680205,黑色,75A（下围偏紧，介意者可拍大一码）
1542,m****7,,非常好，薄杯，无异味,1567488771183,[],,3,,5,1680205,灰色,75B（下围偏紧，介意者可拍大一码）
1543,东****长,http://yanxuan.nosdn.127.net/de1d8d191fc255c56a12790e81129872,不错,1567488694181,[],,3,,5,1680205,黑色,75A（下围偏紧，介意者可拍大一码）
1544,1****7,https://yanxuan.nosdn.127.net/31d134ad92385f7e7ed18315c25d0688.jpg,一片成型的罩杯，没有容易变形又移位的垫片，不错。,1567696478385,[],,6,,5,1680205,肤色,85C（下围偏紧，介意者可拍大一码）
1545,李****a,https://yanxuan.nosdn.127.net/25c8f556a7c329248021905059ac4f7a,很舒服，但是没有买到合适的尺寸,1567435466457,[],,5,,5,1680205,肤色,80C（下围偏紧，介意者可拍大一码）
1546,a****n,https://yanxuan.nosdn.127.net/1666b006139f27c60b83ca821b459c63.jpg,平时穿75A这款同样OK，和泰国带回来的华尔歌有得一拼。,1554904499176,[],,4,,5,1680205,灰色,75A
1547,青****~,http://q.qlogo.cn/qqapp/101330628/934F3B21AEC1F30D19A8284534CDEFEB/100,未及时评价，默认好评,1567187534211,[],,4,"{'id': 92065886, 'createTime': 1567388793087, 'content': '确实很舒服，值得入手', 'picList': [], 'commentReplyVO': None}",5,1680205,肤色,75B（下围偏紧，介意者可拍大一码）
1548,A****l,http://yanxuan.nosdn.127.net/24afb4c7e12f83dd6416478c9f5c3a98,很满意,1567418006928,[],,3,,5,1680205,肤色,75C（下围偏紧，介意者可拍大一码）
1549,1****2,https://yanxuan.nosdn.127.net/eec5c5136619fc1a319e44c5cd838289.jpg,好，就是有点大了,1567334832740,[],,6,,5,1680205,肤色,80C（下围偏紧，介意者可拍大一码）
1550,m****7,,还行,1567350426442,[],,3,,5,1680205,肤色,85B（下围偏紧，介意者可拍大一码）
1551,m****7,https://yanxuan.nosdn.127.net/b0a8d601aff925f862ced3926049db43.jpg,满意,1567349475931,[],,4,,5,1680205,黑色,85C（下围偏紧，介意者可拍大一码）
1552,1****6,,轻薄 舒适,1567220814940,[],,5,,5,1680205,肤色,80A（下围偏紧，介意者可拍大一码）
1553,,https://yanxuan.nosdn.127.net/1c23456e81e7284a30457e86d682ea70,个人不是很喜欢这种罩杯,1567437990836,[],,3,,5,1680205,灰色,75B（下围偏紧，介意者可拍大一码）
1554,波****诺,https://yanxuan.nosdn.127.net/77bab7466eafe26e716acaf3655a6b07,有点薄，穿着很舒服,1567128406906,[],,6,,5,1680205,灰色,80B（下围偏紧，介意者可拍大一码）
1555,波****诺,https://yanxuan.nosdn.127.net/77bab7466eafe26e716acaf3655a6b07,挺舒服的，喜欢,1567128421390,[],,6,,5,1680205,黑色,80A（下围偏紧，介意者可拍大一码）
1556,m****2,https://yanxuan.nosdn.127.net/81b728300eaa80268e1800980560d8bb.jpg,好,1567043987851,[],,6,,5,1680205,黑色,75C（下围偏紧，介意者可拍大一码）
1557,明****,https://yanxuan.nosdn.127.net/d4142457ec2d504ec289d9bde566c63f,好,1567010079082,[],,6,,5,1680205,肤色,75B（下围偏紧，介意者可拍大一码）
1558,曼****,https://yanxuan.nosdn.127.net/85eae1f81f85d564905445a00614eee1,文胸无钢圈，穿起来很舒服，不足是下围的确有点紧,1560586693410,[],,3,,5,1680205,黑色,75A（下围偏紧，介意者可拍大一码）
1559,书****,https://yanxuan.nosdn.127.net/1d886215fe305243a1340e2755cc52a8,上身很舒服,1566989312753,[],,5,,5,1680205,灰色,75B（下围偏紧，介意者可拍大一码）
1560,1****0,,好,1566979434775,[],,6,,5,1680205,肤色,75B（下围偏紧，介意者可拍大一码）
1561,个****,http://yanxuan.nosdn.127.net/b31b497d085c1865e634d2351d6f2a4f,满意,1566968635298,[],,5,,5,1680205,灰色,80B（下围偏紧，介意者可拍大一码）
1562,一****肉,https://yanxuan.nosdn.127.net/dcf423c1b29379ffed0e4642676451f8.jpg,好,1566891897038,[],,6,,5,1680205,肤色,75B（下围偏紧，介意者可拍大一码）
1563,1****2,https://yanxuan.nosdn.127.net/3092737c3ca171e133e7c0a3a36669cf.jpg,内衣第二次购买，穿着很舒适，夏天穿这种薄的很舒服。,1564311571880,[],,5,,5,1680205,黑色,80A（下围偏紧，介意者可拍大一码）
1564,2****7,https://yanxuan.nosdn.127.net/177a143462646354c6703f4c488f8989.jpg,一次买了两个颜色,1566789313403,[],,5,,5,1680205,黑色,80B（下围偏紧，介意者可拍大一码）
1565,2****7,https://yanxuan.nosdn.127.net/177a143462646354c6703f4c488f8989.jpg,第三次购买了,1566789292732,[],,5,,5,1680205,灰色,80B（下围偏紧，介意者可拍大一码）
1566,1****2,,好,1566799772035,[],,6,,5,1680205,肤色,80C（下围偏紧，介意者可拍大一码）
1567,A****g,http://yanxuan.nosdn.127.net/6e3c62bceec363a55a3ddb789666ba35,要换货,1566651326553,[],,4,,5,1680205,灰色,75B（下围偏紧，介意者可拍大一码）
1568,m****7,https://yanxuan.nosdn.127.net/b3b714e83ede3e625ea8ddf00cff737e.jpg,一如既往，满意,1566576281689,[],,6,,5,1680205,肤色,75C（下围偏紧，介意者可拍大一码）
1569,贺****青,https://yanxuan.nosdn.127.net/4db778c04f713cc180f31f70219d91ab,下围确实比较紧，幸好买大了一号，尺寸算是刚刚好吧,1560235916389,[],,4,,5,1680205,灰色,80A（下围偏紧，介意者可拍大一码）
1570,熊****旎,https://yanxuan.nosdn.127.net/46204e2293e72397da9457b8bde35a11,比其他款尺码小了点 确实比较勒 80A应该合适,1564024134214,[],,3,,5,1680205,灰色,75A（下围偏紧，介意者可拍大一码）
1571,熊****旎,https://yanxuan.nosdn.127.net/46204e2293e72397da9457b8bde35a11,比其他款尺码小了点 确实比较勒 80A应该合适,1564024102378,[],,3,,5,1680205,黑色,75A（下围偏紧，介意者可拍大一码）
1572,1****3,,非常舒服，样子非常棒,1566525307036,[],,3,,5,1680205,黑色,80B（下围偏紧，介意者可拍大一码）
1573,S****懒,http://yanxuan.nosdn.127.net/ccf8f60d462b663a9322f6e68a3081b2,很舒服，质量不错，不过不聚拢,1566487731255,[],,3,,5,1680205,黑色,80B（下围偏紧，介意者可拍大一码）
1574,m****5,,很不错，舒适，有型,1566478797690,[],,3,,5,1680205,肤色,75B（下围偏紧，介意者可拍大一码）
1575,s****5,,舒适有型,1566403844467,[],,5,,5,1680205,黑色,80B（下围偏紧，介意者可拍大一码）
1576,m****6,,首先质量没问题，薄款，面料舒服。但，对小胸不友好。基本上不聚拢，带上以后比以前更显胸小。所以，小罩杯的妹子慎重。,1557649149541,[],,3,,4,1680205,灰色,80A（下围偏紧，介意者可拍大一码）
1577,1****5,,满意的产品质量。,1566277282680,[],,3,,5,1680205,黑色,80A（下围偏紧，介意者可拍大一码）
1578,薛****,https://yanxuan.nosdn.127.net/2b995bae3decce6c0b8aaf1f27246ffa.jpg,偏薄,1566311310368,[],,6,,5,1680205,灰色,80B（下围偏紧，介意者可拍大一码）
1579,柒****鱼,http://yanxuan.nosdn.127.net/61ca9e3c38aba8c6376f83be743c0009,背后扣子扣好后，底下那层用料比较薄，金属扣会膈到背上有点疼，希望能改进。这次品控不是太满意，但大概不会影响我是严选的忠实粉丝吧……,1566746243202,[],,4,,3,1680205,灰色,75C（下围偏紧，介意者可拍大一码）
1580,娴****,https://yanxuan.nosdn.127.net/c602a04651d28ace6e5dd0c90b79a485.jpg,很舒适，胸围稍稍有点紧 ，还是在严选买的好穿！,1566542519567,[],,5,,5,1680205,肤色,75B（下围偏紧，介意者可拍大一码）
1581,m****9,,好评,1566305980253,[],,6,,5,1680205,黑色,80B（下围偏紧，介意者可拍大一码）
1582,F****林,http://yanxuan.nosdn.127.net/9d64ea9348763080f95545adef41af41,舒服，没想到这么薄可以这么有型，以前其它牌子穿75C，这个买的80C，感觉下围合式，C杯因为超薄所以感觉略大但不空杯，给姐妹们参考一下,1566021718998,[],,3,,5,1680205,肤色,80C（下围偏紧，介意者可拍大一码）
1583,1****0,,很薄，非常适合夏天小胸部妹子,1566147469919,[],,5,,5,1680205,黑色,75A（下围偏紧，介意者可拍大一码）
1584,1****5,https://yanxuan.nosdn.127.net/21be906df5d69e9d1be461ae77e6a0fa.jpg,挺好穿的,1566216904483,[],,4,"{'id': 90971049, 'createTime': 1566348164469, 'content': '真的挺好穿的，就是后背那边如果不那么扎人的话就完美了', 'picList': [], 'commentReplyVO': None}",5,1680205,肤色,75B（下围偏紧，介意者可拍大一码）
1585,D****a,https://yanxuan.nosdn.127.net/7324c0e3e98528d708befc1b4e656e0a,是有点紧。,1566215696906,[],,6,,5,1680205,肤色,75B（下围偏紧，介意者可拍大一码）
1586,m****4,,面料很舒服，轻薄，夏天很好。底围确实偏小，要买大一号。,1557036936510,[],,4,"{'id': 78589967, 'createTime': 1557575647621, 'content': '穿了一天后底围就合适了。', 'picList': [], 'commentReplyVO': None}",5,1680205,肤色,75C（下围偏紧，介意者可拍大一码）
1587,1****1,,这个内衣打开味道太大了，一股染料味，泡了两个小时洗了一下，还是有味道，搞的手里都是这个味道晕,1565622234083,['https://yanxuan.nosdn.127.net/43816642b8d7262d6c3e54a112777eee.jpg'],,3,,5,1680205,黑色,80A（下围偏紧，介意者可拍大一码）
1588,m****y,https://yanxuan.nosdn.127.net/524c1866050e37bef7ef116315d67028,穿平时的码数，下围不紧,1565063743888,[],,4,,5,1680205,黑色,85B（下围偏紧，介意者可拍大一码）
1589,t****o,,太紧了,1566004160059,['https://yanxuan.nosdn.127.net/041b0d819d44cf3014f68d21c6eb7817.jpg'],,5,,5,1680205,肤色,75B（下围偏紧，介意者可拍大一码）
1590,m****4,http://yanxuan.nosdn.127.net/7214d979436fbd364c1d41637b204db7.JPG,已经是网易的铁粉了，喜欢他们的服务，质量，包装。棒！,1563583203266,[],,6,,5,1680205,黑色,80A（下围偏紧，介意者可拍大一码）
