frontUserName,content,memberLevel,star,itemId,cup,color
猫****,之前的那版，收到时我觉得偏硬，打了两星，结果穿了一段，发现变得很舒适柔软，成为最喜欢的那件，想改评价打五星发现已经下架了。看到升级版，毫不犹豫又拍一件。这件刚收到就很舒适，完美无痕。我要打十星！,4,5,1680205,80B,肤色
辣****肉,很好用,6,5,1680205,75C,灰色
2****2,好传,5,5,1680205,85C,肤色
1****7,是我喜欢的材质，舒适好看,3,5,1680205,75A,黑色
潘****玲,胸型修饰百分百100%,6,5,1680205,75C,黑色
1****8,还不错,3,5,1680205,80B,灰色
1****9,好,4,5,1680205,75B,灰色
m****9,好评,6,5,1680205,85C,肤色
m****9,好评,6,5,1680205,75B,灰色
L****N,这个第二次买，薄杯，适合夏天，现在越来越喜欢基础款，从内到外。,6,5,1680205,75B,灰色
宋****琴,第二次购买，比较舒服，值得购买。,5,5,1680205,80B,肤色
m****0,码不全  退货了,4,5,1680205,85C,肤色
1****1,非常舒服和合身,4,5,1680205,80B,灰色
1****1,非常舒服和合身,4,5,1680205,80B,肤色
黑****y,质量不错,5,5,1680205,80A,肤色
m****1,好穿，特别是夏天,4,5,1680205,80B,灰色
m****1,正是想要的，赞,4,5,1680205,80B,肤色
木****4,好,5,5,1680205,75C,肤色
m****1,好,6,5,1680205,75B,肤色
臭****头,这文胸我之前买了一件，妈妈觉得不错，就是和描述一样下围小点，但是我觉得罩杯稍微有点大啦！穿着轻薄，夏天很凉快，没有束缚感。,3,5,1680205,85C,肤色
石****唱,很舒服，只怪自己太瘦，丰满点更有型,4,5,1680205,75B,肤色
X****J,手感好，很亲肤,4,5,1680205,80B,肤色
a****f,"同时买了两款文胸，相同尺寸。
另一款是【无钢圈调整聚拢型】非常合适满意；
这款【基础无钢圈】体验差，不是下围偏紧，而是杯罩完全不合适，压杯。",5,3,1680205,80C,灰色
1****7,很舒适,3,5,1680205,75B,肤色
N****u,很舒服 不错,4,5,1680205,85B,黑色
y****2,很好,3,5,1680205,75C,灰色
妍****y,尺码有点偏大，平时穿a，这个就大了,5,5,1680205,80A,肤色
璇****,挺好。发现自己是C。还以为自己是B,6,5,1680205,80C,肤色
1****8,"内衣穿着非常舒服,如果肩带窄点更好,因为我穿的是小码,其它大的码内衣肩带可以宽点.",4,5,1680205,75A,灰色
孙****,非常好穿，完全没负担，决定三个色都买齐换着穿。,6,5,1680205,80A,灰色
碧****,内衣很舒服，材质很柔软，不会勒，第二次买了,6,5,1680205,75A,灰色
微****,换货顺利，感谢售后服务。关键是面料很舒服，超出预期。,3,5,1680205,80B,肤色
1****3,很舒服，非常满意。,2,5,1680205,80B,灰色
孬****,第二次买了,3,5,1680205,75B,肤色
1****8,挺合适的,4,5,1680205,75B,黑色
1****8,挺合适,4,5,1680205,75B,灰色
何****何,"不晓得合不合身
女朋友还没穿",5,5,1680205,75A,黑色
宝****,一点都不舒服，不贴胸型，一点棉的成分都没有，像穿块塑料在身上一样,6,2,1680205,85B,黑色
m****4,咳咳，该评论已被主人带回家了~,4,0,1680205,75B,灰色
哟****,买了一件肤色很满意，又买一件灰色！,4,5,1680205,80B,灰色
l****o,不知道是什么原因味道特别大，尤其是放水里后。一直以来对严选很信任，希望真的是严选，没有不安全的材质,5,5,1680205,75A,灰色
m****0,材料和裁剪都很好，很轻簿，比真丝面料的舒适多了,6,5,1680205,75A,肤色
m****8,穿的舒服质量不错,6,5,1680205,85C,肤色
m****8,质量不错穿的舒服,6,5,1680205,85C,灰色
j****p,轻薄，贴合，夏天带最好了，有型又不热,4,5,1680205,75A,灰色
m****n,无钢圈穿着舒服,3,5,1680205,75C,灰色
张****,还行,4,5,1680205,75C,肤色
木****,很好,5,5,1680205,85B,黑色
m****2,会臭，这种料子夏天出一点汗就很臭,5,3,1680205,80B,肤色
1****0,不错,4,5,1680205,80B,肤色
吴****,买大了……,5,5,1680205,80B,灰色
桠****,好穿,4,5,1680205,80B,肤色
桠****,好穿,4,5,1680205,80B,黑色
刘****汝,舒适,5,5,1680205,75A,黑色
m****0,舒适,5,5,1680205,75A,灰色
麻****妹,一共有4件基础款内衣了，每一件都觉得很舒适贴合,5,5,1680205,80A,灰色
l****n,希望出 70A的 天生小胸,5,5,1680205,75A,灰色
j****e,这个值得推荐，穿着特别舒服,6,5,1680205,80B,灰色
1****0,很舒服，回购款,3,5,1680205,80A,灰色
1****3,穿着很舒服,4,5,1680205,85B,黑色
9****5,很好 不错的,3,5,1680205,75A,灰色
l****n,罩杯太大 底围有点紧,5,5,1680205,80B,灰色
y****u,满意,6,5,1680205,75B,灰色
e****n,表扬售后！买了80C，低围小了，于是换了85C，罩杯又大了。再次换了85B，这会都合适了！85B和80Ｃ的罩杯一样。感谢免费换货服务！,4,5,1680205,85B,黑色
S****L,很舒服,5,5,1680205,80C,肤色
1****2,一般,6,5,1680205,85C,肤色
水****辰,夏天穿还是闷了，适合秋冬,6,5,1680205,80B,肤色
1****2,尺码比平时穿的小，穿着不太舒服,5,5,1680205,75B,灰色
喔****喔,很好穿，舒服,4,5,1680205,80B,肤色
q****8,胸罩穿着非常舒服，轻薄、透气。,4,5,1680205,80B,黑色
木****,超舒服的！,4,5,1680205,80B,肤色
空****韵,一如既往的优秀,4,5,1680205,80B,肤色
苦****碗,舒服,6,5,1680205,80A,灰色
l****y,质量不错，性价比高，值得购买,4,5,1680205,75C,肤色
m****3,下围确实比正常码数偏小。,5,3,1680205,75C,肤色
阿****,完美！已回购,4,5,1680205,75B,灰色
阿****,完美！,4,5,1680205,75B,黑色
1****0,质量好，穿着舒服，厚薄合适,5,5,1680205,80B,灰色
1****5,下围有点紧，总体不错的，,3,5,1680205,75B,肤色
x****1,下围稍微有点紧,3,5,1680205,75A,灰色
p****9,实在不咋的,6,3,1680205,80C,黑色
1****0,尺码准，面料舒服,5,5,1680205,85C,肤色
1****5,系统默认好评,3,5,1680205,75B,黑色
1****0,尺码准，面料舒服,5,5,1680205,85C,灰色
y****x,之前买的肤色，按提示下围买大一码，但是大，需要扣最里面的扣，后来按正常码买的灰色，很合适，果断再入黑色。,6,5,1680205,75A,黑色
1****2,好,6,5,1680205,85C,灰色
Y****,很喜欢这个颜色的时候,5,5,1680205,75B,灰色
m****7,穿起来很舒服,3,5,1680205,80B,肤色
涓****,好,4,5,1680205,80B,肤色
涓****,好,4,5,1680205,80B,肤色
1****4,合适 喜欢这版型夏天更实用,5,5,1680205,75A,肤色
z****8,质感日，薄很贴身，舒适,5,5,1680205,75B,肤色
j****t,好好好好好好,6,5,1680205,75B,灰色
1****8,还行吧,3,4,1680205,80A,肤色
z****4,合身舒适,5,5,1680205,75B,灰色
O****G,好,6,5,1680205,85C,黑色
x****0,买过一次了，还可以,4,5,1680205,85B,黑色
淹****诚,女朋友由于个人原因已经退货了，客服处理退货申请速度相当快。,5,5,1680205,75A,灰色
r****a,特别好，细节考虑很周到,5,5,1680205,75A,肤色
m****1,好穿，这是翻单哈,5,5,1680205,75A,灰色
m****1,凑合,4,4,1680205,80C,肤色
1****2,很好,6,5,1680205,80B,灰色
小****,好,5,5,1680205,75C,灰色
梦****,下围确实有点小紧。,5,5,1680205,75C,灰色
二****️,弹性不太好,3,5,1680205,75B,肤色
丹****,"买大了，进行换货。
系统提示寄回原货，也没有地方填写寄回地址。
结果换回货物寄到非原收件地址。
最可令人不快的是客服咬定是我更改了地址。
一直信赖严选，价格贵，重品质。
这次的售后让人非常失望😔
希望不要店大欺客，服务重细节",3,1,1680205,75B,黑色
1****2,好,6,5,1680205,80A,灰色
R****),哈哈,6,5,1680205,80B,灰色
l****ી,好,4,5,1680205,80A,黑色
w****.,蛮好的😄,6,5,1680205,80B,灰色
a****s,好舒服,3,5,1680205,75A,肤色
王****月,下围确实比较比通常同尺码的更紧一点儿 不过对我来说恰到好处  面料很舒服 真是小胸人士的福音款 准备把其他颜色都买了,4,5,1680205,80A,灰色
1****6,好看好穿，一个颜色买了一件，又安利给了朋友,5,5,1680205,85C,灰色
p****y,质量可以，还没试，应该不差,5,5,1680205,75B,灰色
赖****福,还行,5,5,1680205,75A,灰色
1****1,挺好,5,5,1680205,80B,黑色
o****i,的确薄，夏天浅色不透，质量好,3,5,1680205,75B,灰色
d****4,前面舒适，但是后面背部一天都觉得很扎人，不想再买了。失望,4,2,1680205,80B,肤色
莫****萍,这个胸衣非常舒服，也很聚拢，效果一点不差,5,5,1680205,80B,黑色
h****5,还行，就是肩带总掉,5,5,1680205,80B,肤色
刘****华,非常舒服，很满意。,4,5,1680205,75C,肤色
m****1,尺码不准，说下围偏小建议买大一码，买了大一码，结果太大不好穿，很郁闷不开心,5,3,1680205,85B,黑色
m****8,回购的,6,5,1680205,80A,灰色
1****8,很舒服也没有气味非常好也柔软,5,5,1680205,80A,灰色
m****2,第一次在严选上买胸罩，问了客服，客服很耐心的回答了一些问题，给我的建议是正确的，可我偏选大了一个码，也可以穿，就留到吧,5,5,1680205,85C,肤色
2****2,还比较舒服，相对来说薄一点,5,5,1680205,85C,肤色
s****y,可以，买了不同颜色的3件,6,5,1680205,80B,黑色
S****y,穿着很舒服，质感很棒,4,5,1680205,85C,灰色
m****n,质量很好，穿着很舒服。,5,5,1680205,75B,灰色
m****2,先买了一件黑色的，穿着舒服，又买一件,5,5,1680205,80A,灰色
k****g,质量不错 因为穿穿会松 所以偏紧也没事,5,5,1680205,75A,灰色
小****,质感好，版型合理,5,5,1680205,75A,灰色
s****y,可以，买了3件,6,5,1680205,80B,肤色
1****0,这次的刚刚合适，上次的大了，最怕买内衣，不给换，好也不好，好的就是不会穿别人试过的，不好就是不合适就白买了😢,5,5,1680205,80B,肤色
M****包,夏天还是厚了……不是很舒服,6,4,1680205,80C,黑色
吃****嗝,好,6,5,1680205,80A,肤色
佳****,还行，优惠力度可以再大点就好了,2,5,1680205,75C,灰色
5****4,还是80B合适,5,5,1680205,75C,肤色
m****1,很舒服，很好。,4,5,1680205,75C,灰色
D****i,很好,4,5,1680205,75B,黑色
D****i,舒服,4,5,1680205,75B,灰色
婷****,底围确实偏小,3,5,1680205,80B,灰色
婷****,底围确实偏小,3,5,1680205,80B,肤色
1****6,大小合适，穿上舒服,3,5,1680205,85C,肤色
r****x,严选非常好！！！！！！！！！！,3,5,1680205,80B,肤色
p****4,很舒服,3,5,1680205,80B,黑色
1****6,合适,3,5,1680205,85C,灰色
d****4,前面舒适，但是后面背部一天都觉得很扎人，不想再买了。失望,4,2,1680205,80B,灰色
D****a,刚收到东西就降价了，尺码和正常的对比明显偏小，购买网易严选东西要放大眼睛，指不定哪就有个坑了，联系客服问小了怎么解决，一个劲地说不能退换，无法继续沟通，说会有专员电话解决，售后退货已申请一天多，说的专员联系也没有，一直没人处理，提出售后问题显示1-2天会有结果，不行只能到相关网站投诉了。,3,1,1680205,75B,肤色
妮****z,非常舒服，适合夏天。,3,5,1680205,80B,肤色
小****,好,6,5,1680205,80B,灰色
1****9,下围的确有点紧的，不过面料做工还是很不错的。,4,5,1680205,80A,肤色
1****1,非常非常非满意！穿起来很舒服，重复购买！又推荐给身边的朋友。,4,5,1680205,80B,灰色
5****5,面料一般，正码有点紧，建议买大一号,5,4,1680205,75A,肤色
夏****。,品质棒棒的,3,5,1680205,85B,灰色
b****g,挺舒服的,6,5,1680205,85C,灰色
A****e,买大了，看到说下围会偏紧就买大了一号，结果买回来穿着太大了，不舒服。,4,4,1680205,85B,黑色
a****c,很好,6,5,1680205,80B,肤色
S****y,系统默认好评,4,4,1680205,80B,肤色
木****人,上次75A下围紧，这次正好,5,5,1680205,75B,灰色
1****0,面料再透气些就更好咯,4,5,1680205,85B,肤色
爱****红,感觉一般，买错了又不给换，这是第二次买错，忧郁,5,5,1680205,75B,黑色
1****2,质量好，品质优良,5,5,1680205,75B,灰色
2****7,颜色好看，轻薄舒适,5,5,1680205,80B,灰色
j****u,调换了一次尺码，夏天无痕百搭,5,5,1680205,85C,肤色
1****3,还未使用,5,5,1680205,80A,肤色
j****g,还可以吧！,5,5,1680205,80B,肤色
1****0,很好的,5,5,1680205,75C,灰色
l****8,非常满意。,5,5,1680205,85C,肤色
1****0,内衣不错,4,5,1680205,80C,灰色
s****4,透气舒服,5,5,1680205,85C,灰色
弋****弋,厚的质量很好，这件不咋样呀,5,5,1680205,80B,肤色
初****柒,大概是胖了，可以买大一号。不过也是提醒该减肥了,5,5,1680205,80B,肤色
c****7,严选的这个内衣买的太后悔了，简直在坑人，说好的尺码买回不能穿（下围太紧了），给家里的小姑娘穿（胸围84）竟然还紧，还不允许退换，那你产品选的好点呢，真的是坑爹呢……,4,2,1680205,75B,肤色
e****t,确实很紧，自己量的下围才70，已经放了一点买的75的了，结果还是勒得不行。以为不能退换就洗了，感觉是无法穿了。,6,5,1680205,75B,黑色
h****芹,不错，承托足够，而且不热,5,5,1680205,80B,灰色
1****0,很满意呀,3,5,1680205,80B,肤色
紫****星,无味合身，不错,3,5,1680205,75A,肤色
l****0,带子有点窄,5,5,1680205,80A,肤色
小****,好,6,5,1680205,80B,肤色
m****8,不错,4,5,1680205,80A,灰色
w****7,真是买的纠结，下围确实紧，但是罩杯大了。。。。,4,5,1680205,75C,肤色
q****8,舒适,6,5,1680205,75B,肤色
孙****,柔软舒适，非常舒服，每个颜色都入手一件，很喜欢。,6,5,1680205,80A,黑色
1****8,下围有点紧，建议要买大一码,5,5,1680205,80C,肤色
z****2,很舒服，夏天穿也不热,2,5,1680205,80C,肤色
w****0,后面的挂钩部分有点问题，磨皮肤。之前购买的同款不同色的没有这个问题！,5,4,1680205,85C,肤色
君****,下围确实紧一些，应该买大一码，希望能瘦一点穿进去就没问题了。,3,5,1680205,80C,灰色
c****y,非常舒服，回购款,5,5,1680205,80A,黑色
m****8,赞,6,5,1680205,80A,肤色
c****7,严选的这个内衣买的太后悔了，简直在坑人，标准的尺码买回不能穿（下围太紧了），给家里的小姑娘穿（胸围比我小一圈）竟然还紧，还不允许退换，那你产品选的好点呢，真的是坑爹呢……,4,2,1680205,75B,黑色
m****n,不错,5,5,1680205,75B,灰色
婷****,不错,4,5,1680205,80B,肤色
1****3,舒服。,5,5,1680205,75B,肤色
1****3,舒服,5,5,1680205,75B,黑色
红****,很好，穿着舒服，喜欢这种薄款。,2,5,1680205,85B,黑色
陈****,就是下围有点紧，其他都不错,3,5,1680205,75B,黑色
z****5,很好，喜欢,3,5,1680205,75B,肤色
1****1,不错的东西,5,5,1680205,80B,灰色
夏****天,挺好。,3,5,1680205,80C,肤色
影****心,非常舒服,4,5,1680205,80C,灰色
m****1,好,6,5,1680205,75B,灰色
1****1,满意,5,5,1680205,75B,肤色
开****掌,穿上无束缚，较好,3,5,1680205,80B,灰色
开****掌,穿上无束缚，较好,3,5,1680205,80B,肤色
l****7,挺好的,4,5,1680205,80B,灰色
l****7,夏天带的舒服,4,5,1680205,80C,肤色
1****6,会缩起来,4,5,1680205,80B,肤色
m****8,码数非常正，不紧。害得我买大了,3,4,1680205,85B,灰色
y****6,亲肤亲肤亲肤，柔和柔和柔和。还会回购,3,5,1680205,75B,肤色
m****7,作为忠实的严选粉，这款内衣是我买的第五个，但是这次非常浓的化学制剂的味道。洗的时候就有，一直都没有消减。洗过了不能退货，但是劣质的产品用户怎么办，非常差的体验,5,1,1680205,80B,黑色
巴****克,之前穿优衣库的所以就相比较啦 优点是这个下围比优衣库的紧 不会那么松垮 但是肩带宽一些 颜色略重 还不知道白色衣服会不会透 总体满意,5,4,1680205,75C,肤色
h****y,很舒服。下围偏紧,4,5,1680205,75B,肤色
泽****,物有所值,6,5,1680205,85C,黑色
m****2,棒棒哒,5,5,1680205,75A,灰色
A****a,舒服合适,5,5,1680205,80A,灰色
1****3,好,5,5,1680205,80A,灰色
1****0,可以,4,5,1680205,75A,黑色
孙****,柔软舒适，穿着非常舒服。每个颜色都买了一件。,6,5,1680205,80A,肤色
b****p,很舒适，也有型，适合胸型较饱满的美女,4,5,1680205,85C,灰色
l****a,还没穿，确实比较小,5,4,1680205,75B,黑色
金****,第三个了，很好穿,6,5,1680205,75B,黑色
水****糖,很好穿，接着买,5,5,1680205,80B,肤色
m****9,老婆很喜欢,3,5,1680205,85B,黑色
w****0,质量不错！,5,5,1680205,85C,黑色
俞****姬,大了,3,5,1680205,85B,灰色
暖****烟,一般般,6,5,1680205,85B,灰色
泽****,满意,6,5,1680205,85C,灰色
z****3,不错,5,5,1680205,80A,肤色
z****3,不错,5,5,1680205,80A,黑色
慧****,有副乳的美女不要选这款,3,5,1680205,75B,黑色
1****2,很不错的，很划算,3,5,1680205,75C,肤色
虚****兔,回购的，还不错,3,5,1680205,80B,肤色
m****2,摸起来挺有质感，不过有一点点轻微的异味，下水洗了，希望干了就没有了,5,5,1680205,80A,黑色
1****2,哈饿了老屯,6,5,1680205,80B,灰色
t****i,质量不错，非常好,5,5,1680205,80A,黑色
侯****爹,非常满意,3,5,1680205,75C,肤色
1****2,好,5,5,1680205,80C,肤色
j****e,非常好穿。按正常尺码购买即可。,6,5,1680205,75B,肤色
安****,下围稍紧些 其他还可以,5,5,1680205,75A,肤色
1****9,还好,5,5,1680205,85C,灰色
小****,满意,4,5,1680205,75B,灰色
寒****,不错,3,5,1680205,75B,灰色
虚****兔,穿着很舒服，准备回购,3,5,1680205,75B,灰色
s****0,无钢圈好穿,5,5,1680205,80A,灰色
5****4,型一般,5,5,1680205,80B,灰色
小****阳,。,6,5,1680205,85B,黑色
z****,还可以 感觉不够聚拢,4,5,1680205,80A,灰色
1****2,一直以来都穿A75，但是这款A75确实太小了。不是下围偏紧的问题，是设计的问题。没办法送人了。,3,3,1680205,75A,肤色
m****1,穿起来舒服透气，不勒不闷的，很好。,4,5,1680205,80A,肤色
1****3,额，一片式穿起来依旧舒服,3,5,1680205,75B,肤色
察****,有点大,4,5,1680205,80C,肤色
j****0,挺好的,3,5,1680205,85C,肤色
w****9,舒服的。,3,5,1680205,85C,黑色
暖****烟,舒适合体,6,5,1680205,85C,肤色
1****5,OK,4,5,1680205,80A,灰色
T****K,好,3,5,1680205,85C,黑色
1****0,第一次买，穿着舒适，今后就严选了，超赞！,4,5,1680205,75B,肤色
h****6,非常满意的产品，老婆高兴的不得了。,3,5,1680205,85B,黑色
f****3,舒适！严选一直都在线上！,4,5,1680205,85C,肤色
1****8,还没穿，看上去不错,3,5,1680205,75B,灰色
1****5,有点压杯 整体不错,3,5,1680205,85C,灰色
J****r,很好很舒服,5,5,1680205,80B,肤色
K****o,亲肤，轻薄，简洁,5,5,1680205,75A,灰色
蝶****人,好👌,4,5,1680205,75A,肤色
峰****诺,挺好的,3,5,1680205,80A,肤色
蝶****人,好👌,4,5,1680205,75A,黑色
C****4,不对,5,5,1680205,85B,黑色
R****y,呃，确实底围偏小，但是收副乳什么的效果不好，,3,3,1680205,75B,肤色
m****7,好,4,5,1680205,80A,肤色
E****y,舒服,5,5,1680205,75B,肤色
q****r,满意,5,5,1680205,75A,肤色
b****e,好,6,5,1680205,85B,肤色
黄****,系统默认好评,5,5,1680205,75C,灰色
******,很舒服很舒服，想再买一件,5,5,1680205,80B,肤色
w****6,一般，太薄了,6,5,1680205,75A,肤色
簟****瞳,很好看 也很好穿,4,5,1680205,75A,黑色
1****0,不错，又买了一次，好几条,2,5,1680205,75B,灰色
L****y,超级难穿，又不能退换！最差的购物体验！,5,1,1680205,75B,灰色
大****妮,很舒服，胸小无压力,6,5,1680205,85B,黑色
p****g,很好穿，很好穿,6,5,1680205,80B,灰色
ˊ****．,A杯和B杯差很多，B杯后面三排扣，A杯后面两排,4,5,1680205,80A,黑色
m****7,挺好，舒服，继续保持,4,5,1680205,80A,肤色
l****1,回购了 物美价廉,4,5,1680205,85C,灰色
1****8,文献质量不错，舒服,3,5,1680205,85B,灰色
g****w,质量非常好,6,5,1680205,85B,灰色
1****0,不错,4,5,1680205,75A,灰色
1****0,有时候有点掉,4,5,1680205,85C,肤色
p****2,非常好，赶紧再买其他颜色的囤货,5,5,1680205,75C,灰色
其****,nice，号合适，就是俺有点胖。下面有点紧,4,5,1680205,80C,肤色
a****2,前面的小姐姐都说下围大，我能说罩杯大了点吗🙈,5,5,1680205,80B,灰色
s****6,一如既往的好，第二次回购,6,5,1680205,75B,肤色
V****g,挺舒服的,3,5,1680205,75B,黑色
1****1,挺好,5,5,1680205,75C,黑色
兰****香,满意,5,5,1680205,80A,灰色
1****7,喜欢,6,5,1680205,80A,肤色
e****e,质量不错穿着舒适透气适合夏天,4,5,1680205,80C,黑色
e****e,质量不错穿着舒适透气适合夏天,4,5,1680205,80C,肤色
1****6,很好穿，还会再买。,4,5,1680205,75B,灰色
空****兰,非常舒服，尺码很准，回购,5,5,1680205,80B,灰色
m****1,舒服，非常好,5,5,1680205,80B,灰色
小****米,颜色也满意，大小也合适但就是味道太大了，泡过洗过味道还大，穿了一天那个味道扑鼻而来，不知道对身体有没有危害,3,3,1680205,75C,灰色
w****1,价廉物美，有型。,5,5,1680205,75B,灰色
A****a,不是很合适，退了,6,5,1680205,75B,肤色
1****0,质量不错,5,5,1680205,75C,灰色
g****姐,还行,5,5,1680205,85B,黑色
阿****哈,文胸材质挺好的，薄杯。但是舒适性不行，跟维密，安莉芳的没法比，连优衣库都不如。平时穿75B，但是这里的75B下围很紧，不舒服，杯型设计也不行会压胸。,5,3,1680205,75B,肤色
1****2,太紧，勒得呼吸不畅，不知穿穿能不能大点。,5,3,1680205,80A,灰色
熊****,舒适,4,5,1680205,75C,灰色
1****6,质感很好，严选值得信赖,3,5,1680205,80A,黑色
丽****,下围有点紧，还可以接受,4,5,1680205,75B,灰色
1****4,买大了 再买一个,5,5,1680205,80A,灰色
m****6,尺寸都偏紧，太勒了,4,3,1680205,75A,黑色
秤****,第二次买了，很舒服,3,5,1680205,85B,肤色
1****4,这次合适舒服,5,5,1680205,75A,肤色
1****5,Good,4,5,1680205,85B,灰色
陈****,好,4,5,1680205,75B,灰色
1****8,不错,5,5,1680205,80A,灰色
1****6,洗了。穿着很舒服。 跟没穿的感觉一样,6,5,1680205,80B,灰色
1****7,不是特别好。不太拢胸，很一般。,3,5,1680205,85C,肤色
刁****聪,做工还可以，就是按照平时穿的华歌尔的号码买有些紧啊。,2,5,1680205,75C,肤色
忽****,很舒服,5,5,1680205,80B,灰色
树****,回购,5,5,1680205,80B,黑色
钟****,很好,6,5,1680205,75B,灰色
c****1,很好,5,5,1680205,75B,灰色
c****1,很好,5,5,1680205,75B,肤色
潘****문,肩带有点硬,3,5,1680205,85B,灰色
m****1,按正常码拍的，确实下围有点紧，还好可以接受。,4,5,1680205,85B,灰色
1****8,舒服，回购,3,5,1680205,85B,肤色
1****9,尺码不标准，差别太大，不能穿，又不能退换，想买的人一定要谨慎。肤色75B尺码，比现价便宜20元转让，包邮。说明，只是在外衣上比划了一下，没有贴身试穿。,2,1,1680205,75B,肤色
1****2,非常舒适,4,5,1680205,80A,肤色
1****2,非常舒适,4,5,1680205,80A,黑色
1****2,非常舒适,4,5,1680205,80A,黑色
1****2,非常舒适,4,5,1680205,80A,肤色
y****7,很舒服,5,5,1680205,75B,肤色
木****人,的确下围偏紧，为嘛这么设计？没搞明白，不是简单选大一码就完事了……,5,3,1680205,75A,肤色
c****u,好,6,5,1680205,75B,肤色
1****0,开始有点紧，过水两次尺寸刚好，建议买大一码,5,5,1680205,75B,灰色
m****0,质量还是不错的，非聚拢型，不适合小胸,5,5,1680205,75A,灰色
A****妮,穿上好舒服 和没穿一样,5,5,1680205,80A,灰色
W****e,回购款，很好穿,5,5,1680205,75A,肤色
潘****문,肩带有点硬,3,4,1680205,80A,肤色
k****0,还不错 买小了,4,5,1680205,75A,肤色
m****1,第二次买，很舒适。,5,5,1680205,85B,肤色
w****9,挺好,5,5,1680205,85B,肤色
q****z,好,6,5,1680205,80C,肤色
1****5,不错,4,5,1680205,85B,肤色
b****z,不错的选择！这是因为有些原因就是因为这个原因导致很多时候真的觉得很好的东西太贵啦，这是因为有些原因就是这样吧,5,5,1680205,75B,肤色
j****i,下围有点紧，要买加长扣才能穿,6,5,1680205,85B,灰色
佩****,我妈穿很好，又买了一个,6,5,1680205,85C,灰色
佩****,好穿！我妈很满意，又买了一个,6,5,1680205,85C,肤色
蚊****耔,看了评价，下围偏紧，买大了一码，下围合适，但上围哈哈哈……不够贴身，质地还可以,4,4,1680205,85B,灰色
梦****g,之前买过2款，大了不是一点点，不能退换只好送人。对产后的自己的身材太不了解…又试了试这个，终于买对尺码了，不容易~(确实偏紧),5,4,1680205,80B,灰色
1****9,东西很好，质地柔软，推荐。,2,5,1680205,75B,灰色
1****9,东西很好，质地柔软，推荐。,2,5,1680205,75B,肤色
布****嘛,挺好,5,5,1680205,80A,肤色
1****5,还行,5,5,1680205,75B,灰色
1****6,很不错,4,5,1680205,75B,肤色
1****8,不是下围偏紧的问题，是紧的都快崩开了，根本就不是标准尺寸，一直买的这个尺寸，多种牌子，都好好的，但这个不行，差了好几厘米，不能用。,3,2,1680205,75B,肤色
王****,好,4,5,1680205,80C,肤色
李****,很好吃，有一点松，要是又70就好了,5,5,1680205,75B,肤色
m****2,买买买系列，广而告之，好穿舒适😘,5,5,1680205,75A,灰色
L****N,很舒服，薄，也有型。尺码标准，穿一段时间后，再入一件。,6,5,1680205,75B,肤色
1****2,好好用，继续购买的,3,5,1680205,75A,肤色
m****8,穿的舒服质量不错,6,5,1680205,85B,黑色
1****3,薄款，适合夏天,5,5,1680205,85B,灰色
j****e,质量不错哦,4,5,1680205,75B,肤色
l****8,还行,5,5,1680205,75B,肤色
熊****,价廉物美,4,5,1680205,75C,肤色
1****2,多没购买，同事也来买了两件,4,5,1680205,75A,灰色
1****6,回购的。穿着很舒服,6,5,1680205,75B,黑色
1****6,买了好几个，这个最舒服！,4,5,1680205,85B,肤色
m****4,小了点,6,5,1680205,75B,灰色
1****8,再次购买，好评,3,5,1680205,75A,灰色
1****8,再次购买，好评,3,5,1680205,75A,肤色
h****5,挺好,3,5,1680205,75B,肤色
1****1,很舒服,5,5,1680205,75B,肤色
m****1,舒适,5,5,1680205,80B,肤色
钟****,好,6,5,1680205,75B,肤色
c****d,穿着舒服，只是罩杯杯形有点阔，不够收拢,2,5,1680205,85C,黑色
b****l,写着下围偏小，按建议选大了一码，结果根本不偏小，下围和罩杯都大了，还不支持退换，真是误导消费者没商量。,4,2,1680205,85B,肤色
m****6,不错,6,5,1680205,85C,肤色
麦****森,总体使用感不错了，虽然一边肩带总觉得有点点吊着，没大碍,3,4,1680205,80A,灰色
楚****,不是很薄啦..不过很好看，舒适度也很高。,5,5,1680205,75B,灰色
帆****天,各方面都合适😄,6,5,1680205,85B,灰色
帆****天,真的太舒服😄,6,5,1680205,85B,肤色
帆****天,回购好几个了😄,6,5,1680205,85B,肤色
1****0,很满意，准备再入手,3,5,1680205,75B,灰色
w****j,尺码合适 穿着舒服,2,5,1680205,80B,灰色
帆****天,真的很合适😄,6,5,1680205,85B,肤色
m****2,很好，已入多件,5,5,1680205,80A,灰色
w****j,尺码合适 穿着舒服,2,5,1680205,80B,黑色
帆****天,买了好几个😄,6,5,1680205,85B,灰色
w****j,尺码合适 穿着舒服,2,5,1680205,75B,黑色
m****2,很好，已入多件,5,5,1680205,80A,肤色
麦****森,总体使用感不错了，虽然一边肩带总觉得有点点吊着，没大碍,3,4,1680205,80A,肤色
1****5,合身，适合偏瘦的,4,5,1680205,75A,肤色
V****i,好,5,5,1680205,75A,黑色
m****1,正合适夏天  也舒服 物美价廉,4,5,1680205,80A,肤色
m****1,买了两个色的  不错,4,5,1680205,80A,灰色
m****8,质量好，穿起舒服,4,5,1680205,80B,肤色
m****8,刚开始有点紧，过几天就刚刚好,3,5,1680205,75B,灰色
1****5,穿着特舒服,5,5,1680205,85B,肤色
J****朱,颜色好看，适合夏天,5,5,1680205,80B,灰色
